# Logfile created on 2026-03-18 18:18:30 +0100 by logger.rb/v1.5.3
2026-03-18 18:18:30 +0100: Memory Usage (426888K) : Starting running IHP-SG13CMOS5L KLayout DRC runset on /home/daniel/work/aesc/i2c-gpio-expander/build/I2cGpioExpander/SG13CMOS5L/orfs/results/ihp-sg13cmos5l/SG13CMOS5LTop/base/6_final.gds
2026-03-18 18:18:30 +0100: Memory Usage (426888K) : Ruby Version for klayout: 3.2.3
2026-03-18 18:18:31 +0100: Memory Usage (467268K) : Loading database to memory is complete.
2026-03-18 18:18:31 +0100: Memory Usage (467268K) : IHP-SG13CMOS5L KLayout DRC runset output at: /home/daniel/work/aesc/i2c-gpio-expander/build/I2cGpioExpander/SG13CMOS5L/drc/6_final_SG13CMOS5LTop_lbe.lyrdb
2026-03-18 18:18:31 +0100: Memory Usage (467396K) : Evaluate switches.
2026-03-18 18:18:31 +0100: Memory Usage (467396K) : tables selected: lbe
2026-03-18 18:18:31 +0100: Memory Usage (467396K) : KLayout will use 16 thread(s) in tiled mode.
2026-03-18 18:18:31 +0100: Memory Usage (467396K) : deep mode is enabled.
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : via1_drw has 54122 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : backmetal1_drw has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : backmetal1_pin has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : backmetal1_mask has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : backmetal1_filler has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : backmetal1_nofill has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : backmetal1_slit has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : backmetal1_text has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : backmetal1_opc has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : backmetal1_noqrc has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : backmetal1_res has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : backmetal1_iprobe has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : backmetal1_diffprb has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : backpassiv_drw has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : res_drw has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : sram_drw has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : trans_drw has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : ind_drw has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : ind_pin has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : ind_text has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : salblock_drw has 17 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : via2_drw has 79413 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : metal3_drw has 8811 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : metal3_pin has 420 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : metal3_mask has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : metal3_filler has 29063 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : metal3_nofill has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : metal3_slit has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : metal3_text has 420 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : metal3_opc has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : metal3_noqrc has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : metal3_res has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : metal3_iprobe has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : metal3_diffprb has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : nwell_drw has 10406 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : nwell_pin has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : nbulay_drw has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : nbulay_pin has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : nbulay_block has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : emwind_drw has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : emwind_opc has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : deepco_drw has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : deepco_drw has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : mim_drw has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : edgeseal_drw has 24 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : edgeseal_bound has 1 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : substrate_drw has 573 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : substrate_text has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : dfpad_drw has 20 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : dfpad_pillar has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : dfpad_sbump has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : thickgateox_drw has 65 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : pldb_drw has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : pwell_drw has 0 polygons
2026-03-18 18:18:33 +0100: Memory Usage (498372K) : pwell_pin has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : pwell_block has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : ic_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : via3_drw has 77937 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal4_drw has 1787 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal4_pin has 397 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal4_mask has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal4_filler has 29418 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal4_nofill has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal4_slit has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal4_text has 386 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal4_opc has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal4_noqrc has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal4_res has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal4_iprobe has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal4_diffprb has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : heattrans_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : heatres_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : pempoly_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : fbe_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : empoly_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : ldmos_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : pbiwind_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : digisub_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : nodrc_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : text_drw has 519 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : via4_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal5_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal5_pin has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal5_mask has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal5_filler has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal5_nofill has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal5_slit has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal5_text has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal5_opc has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal5_noqrc has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal5_res has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal5_iprobe has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : metal5_diffprb has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : radhard_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : memcap_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : varicap_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : flash_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : intbondvia_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : intbondmet_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : devbondvia_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : devbondmet_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : devtrench_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : redist_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphbot_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphtop_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : antvia1_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : antmetal2_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphcont_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : siwg_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : siwg_filler has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : siwg_nofill has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : sigrating_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : singrating_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphpas_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : emwind3_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : emwihv3_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : redbulay_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : smos_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphpad_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : polimide_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : polimide_pin has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : recog_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : recog_pin has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : recog_esd has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : recog_diode has 130 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : recog_tsv has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : recog_iprobe has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : recog_diffprb has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : recog_pillar has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : recog_sbump has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : recog_otp has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : recog_pdiode has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : recog_mom has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : recog_pcm has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : colopen_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphmetal1_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphmetal1_filler has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphmetal1_nofill has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphmetal1_slit has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphmetal1_opc has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphmet1l_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphmet1l_filler has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphmet1l_nofill has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphmet1l_slit has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphmet1l_opc has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : extblock_drw has 17 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : nldd_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : pldd_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : next_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : pext_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : nexthv_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : pexthv_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : graphgate_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : sinwg_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : sinwg_filler has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : sinwg_nofill has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : mempad_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topvia1_drw has 56315 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal1_drw has 598 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal1_pin has 341 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal1_mask has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal1_filler has 367 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal1_nofill has 1 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal1_slit has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal1_text has 293 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal1_noqrc has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal1_res has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal1_iprobe has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal1_diffprb has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : inldpwl_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : polyres_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : polyres_pin has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : vmim_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : nbulaycut_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : antmetal1_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topvia2_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal2_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal2_pin has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal2_mask has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal2_filler has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal2_nofill has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal2_slit has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal2_text has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal2_noqrc has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal2_res has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal2_iprobe has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : topmetal2_diffprb has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : snsring_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : sensor_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : snsarms_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : snscmosvia_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : colwind_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : flm_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : hafniumox_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : memvia_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : thinfilmres_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : rfmem_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : norcx_drw has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : norcx_m2m3 has 0 polygons
2026-03-18 18:18:34 +0100: Memory Usage (498372K) : norcx_m2m4 has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m2m5 has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m2tm1 has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m2tm2 has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m3m4 has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m3m5 has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m3tm1 has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m3tm2 has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m4m5 has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m4tm1 has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m4tm2 has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m5tm1 has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m5tm2 has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_tm1tm2 has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m1sub has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m2sub has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m3sub has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m4sub has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_m5sub has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_tm1sub has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : norcx_tm2sub has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : snsbotvia_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : snstopvia_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : deepvia_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : fgetch_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : ctrgat_drw has 0 polygons
2026-03-18 18:18:35 +0100: Memory Usage (498372K) : fgimp_drw has 0 polygons
